ENSG00000000003 ENST00000373020
ENSG00000157680 ENST00000288490
ENSG00000157693 ENST00000288502
ENSG00000157703 ENST00000419765
ENSG00000157734 ENST00000325881
ENSG00000157741 ENST00000473989
ENSG00000157764 ENST00000288602
ENSG00000157765 ENST00000382051
ENSG00000157766 ENST00000439576
ENSG00000157778 ENST00000288607
ENSG00000157782 ENST00000316803
ENSG00000157796 ENST00000399820
ENSG00000157800 ENST00000326232
ENSG00000157823 ENST00000336418
ENSG00000157827 ENST00000288670
ENSG00000157833 ENST00000401533
ENSG00000157837 ENST00000353487
ENSG00000157851 ENST00000288699
ENSG00000157856 ENST00000288710
ENSG00000157869 ENST00000330852
ENSG00000157870 ENST00000444521
ENSG00000157873 ENST00000355716
ENSG00000157881 ENST00000378466
ENSG00000157884 ENST00000288861
ENSG00000157890 ENST00000409699
ENSG00000157895 ENST00000537817
ENSG00000157911 ENST00000288774
ENSG00000157916 ENST00000605895
ENSG00000157927 ENST00000399583
ENSG00000157933 ENST00000378536
ENSG00000157954 ENST00000288828
ENSG00000157978 ENST00000374338
ENSG00000157985 ENST00000304032
ENSG00000157992 ENST00000543753
ENSG00000157999 ENST00000409061
ENSG00000158006 ENST00000374282
ENSG00000158008 ENST00000374280
ENSG00000158014 ENST00000374276
ENSG00000158019 ENST00000344773
ENSG00000158022 ENST00000374272
ENSG00000158023 ENST00000288912
ENSG00000158042 ENST00000288937
ENSG00000158050 ENST00000288943
ENSG00000158055 ENST00000350501
ENSG00000158062 ENST00000374222
ENSG00000158077 ENST00000299481
ENSG00000158079 ENST00000620992
ENSG00000158089 ENST00000324589
ENSG00000158092 ENST00000481752
ENSG00000158104 ENST00000289004
ENSG00000158106 ENST00000289013
ENSG00000158109 ENST00000378344
ENSG00000158113 ENST00000339777
ENSG00000158122 ENST00000375234
ENSG00000158125 ENST00000379416
ENSG00000158158 ENST00000377075
ENSG00000158161 ENST00000373871
ENSG00000158163 ENST00000327532
ENSG00000158164 ENST00000289373
ENSG00000158169 ENST00000289081
ENSG00000158186 ENST00000289104
ENSG00000158195 ENST00000618852
ENSG00000158201 ENST00000289119
ENSG00000158220 ENST00000389567
ENSG00000158234 ENST00000338446
ENSG00000158246 ENST00000289166
ENSG00000158258 ENST00000458420
ENSG00000158270 ENST00000400256
ENSG00000158286 ENST00000377939
ENSG00000158290 ENST00000404115
ENSG00000158292 ENST00000377893
ENSG00000158296 ENST00000279027
ENSG00000158301 ENST00000543253
ENSG00000158315 ENST00000289248
ENSG00000158321 ENST00000342771
ENSG00000158352 ENST00000376020
ENSG00000158373 ENST00000289316
ENSG00000158402 ENST00000323760
ENSG00000158406 ENST00000635491
ENSG00000158411 ENST00000289359
ENSG00000158417 ENST00000289371
ENSG00000158423 ENST00000375327
ENSG00000158428 ENST00000289388
ENSG00000158435 ENST00000289382
ENSG00000158445 ENST00000371741
ENSG00000158457 ENST00000486685
ENSG00000158458 ENST00000361474
ENSG00000158467 ENST00000325006
ENSG00000158470 ENST00000371711
ENSG00000158473 ENST00000368171
ENSG00000158477 ENST00000289429
ENSG00000158480 ENST00000422556
ENSG00000158481 ENST00000368170
ENSG00000158485 ENST00000368168
ENSG00000158486 ENST00000261383
ENSG00000158488 ENST00000368167
ENSG00000158497 ENST00000289448
ENSG00000158516 ENST00000222481
ENSG00000158525 ENST00000485477
ENSG00000158526 ENST00000375151
ENSG00000158528 ENST00000433360
ENSG00000158545 ENST00000452588
ENSG00000158552 ENST00000289528
ENSG00000158553 ENST00000444565
ENSG00000158555 ENST00000336898
ENSG00000158560 ENST00000324972
ENSG00000158571 ENST00000375006
ENSG00000158578 ENST00000330807
ENSG00000158604 ENST00000457408
ENSG00000158615 ENST00000367188
ENSG00000158623 ENST00000425248
ENSG00000158636 ENST00000524767
ENSG00000158669 ENST00000396987
ENSG00000158683 ENST00000289672
ENSG00000158691 ENST00000361028
ENSG00000158711 ENST00000357992
ENSG00000158714 ENST00000289707
ENSG00000158715 ENST00000367145
ENSG00000158716 ENST00000368107
ENSG00000158717 ENST00000312838
ENSG00000158747 ENST00000289749
ENSG00000158748 ENST00000289753
ENSG00000158764 ENST00000368029
ENSG00000158769 ENST00000368026
ENSG00000158773 ENST00000368021
ENSG00000158786 ENST00000375102
ENSG00000158792 ENST00000289805
ENSG00000158793 ENST00000368009
ENSG00000158796 ENST00000368006
ENSG00000158805 ENST00000443381
ENSG00000158806 ENST00000397940
ENSG00000158813 ENST00000374552
ENSG00000158815 ENST00000359441
ENSG00000158816 ENST00000375079
ENSG00000158825 ENST00000375071
ENSG00000158828 ENST00000321556
ENSG00000158850 ENST00000622395
ENSG00000158856 ENST00000523266
ENSG00000158859 ENST00000367996
ENSG00000158863 ENST00000289921
ENSG00000158864 ENST00000367993
ENSG00000158865 ENST00000347898
ENSG00000158869 ENST00000289902
ENSG00000158874 ENST00000367990
ENSG00000158882 ENST00000367988
ENSG00000158887 ENST00000533357
ENSG00000158901 ENST00000357199
ENSG00000158941 ENST00000308511
ENSG00000158955 ENST00000290015
ENSG00000158966 ENST00000290039
ENSG00000158985 ENST00000505065
ENSG00000158987 ENST00000296859
ENSG00000159023 ENST00000343067
ENSG00000159055 ENST00000290130
ENSG00000159063 ENST00000299626
ENSG00000159069 ENST00000325285
ENSG00000159079 ENST00000290155
ENSG00000159082 ENST00000433931
ENSG00000159086 ENST00000331923
ENSG00000159110 ENST00000342136
ENSG00000159128 ENST00000290219
ENSG00000159131 ENST00000381831
ENSG00000159140 ENST00000356577
ENSG00000159147 ENST00000303071
ENSG00000159164 ENST00000369146
ENSG00000159166 ENST00000391967
ENSG00000159167 ENST00000290271
ENSG00000159173 ENST00000361379
ENSG00000159176 ENST00000367306
ENSG00000159182 ENST00000290294
ENSG00000159184 ENST00000290295
ENSG00000159189 ENST00000374639
ENSG00000159197 ENST00000290310
ENSG00000159199 ENST00000393366
ENSG00000159200 ENST00000381135
ENSG00000159202 ENST00000360943
ENSG00000159208 ENST00000290363
ENSG00000159210 ENST00000502492
ENSG00000159212 ENST00000349499
ENSG00000159214 ENST00000372318
ENSG00000159216 ENST00000300305
ENSG00000159217 ENST00000290341
ENSG00000159224 ENST00000357424
ENSG00000159228 ENST00000290349
ENSG00000159231 ENST00000290354
ENSG00000159248 ENST00000290374
ENSG00000159251 ENST00000290378
ENSG00000159256 ENST00000400485
ENSG00000159259 ENST00000314103
ENSG00000159261 ENST00000399137
ENSG00000159263 ENST00000290399
ENSG00000159267 ENST00000399120
ENSG00000159307 ENST00000360835
ENSG00000159322 ENST00000311669
ENSG00000159335 ENST00000619580
ENSG00000159337 ENST00000290472
ENSG00000159339 ENST00000375448
ENSG00000159346 ENST00000340990
ENSG00000159348 ENST00000367249
ENSG00000159352 ENST00000368884
ENSG00000159363 ENST00000326735
ENSG00000159374 ENST00000290536
ENSG00000159377 ENST00000290541
ENSG00000159387 ENST00000290552
ENSG00000159388 ENST00000290551
ENSG00000159399 ENST00000290573
ENSG00000159403 ENST00000542285
ENSG00000159409 ENST00000290583
ENSG00000159423 ENST00000375341
ENSG00000159433 ENST00000290607
ENSG00000159445 ENST00000368814
ENSG00000159450 ENST00000614923
ENSG00000159455 ENST00000368780
ENSG00000159459 ENST00000290650
ENSG00000159461 ENST00000290649
ENSG00000159479 ENST00000290663
ENSG00000159495 ENST00000452443
ENSG00000159496 ENST00000290691
ENSG00000159516 ENST00000368748
ENSG00000159527 ENST00000290722
ENSG00000159556 ENST00000290759
ENSG00000159579 ENST00000537866
ENSG00000159588 ENST00000528266
ENSG00000159592 ENST00000355105
ENSG00000159593 ENST00000359087
ENSG00000159596 ENST00000372025
ENSG00000159618 ENST00000340339
ENSG00000159625 ENST00000360716
ENSG00000159640 ENST00000290866
ENSG00000159648 ENST00000290871
ENSG00000159650 ENST00000383579
ENSG00000159658 ENST00000371933
ENSG00000159674 ENST00000617421
ENSG00000159685 ENST00000290913
ENSG00000159692 ENST00000290921
ENSG00000159708 ENST00000329956
ENSG00000159713 ENST00000564104
ENSG00000159714 ENST00000348579
ENSG00000159720 ENST00000290949
ENSG00000159723 ENST00000290953
ENSG00000159733 ENST00000290974
ENSG00000159753 ENST00000334583
ENSG00000159761 ENST00000403458
ENSG00000159763 ENST00000291009
ENSG00000159784 ENST00000443739
ENSG00000159788 ENST00000344733
ENSG00000159792 ENST00000291041
ENSG00000159840 ENST00000322764
ENSG00000159842 ENST00000302538
ENSG00000159871 ENST00000377950
ENSG00000159873 ENST00000249064
ENSG00000159882 ENST00000429154
ENSG00000159884 ENST00000426546
ENSG00000159885 ENST00000391960
ENSG00000159899 ENST00000342694
ENSG00000159905 ENST00000251269
ENSG00000159915 ENST00000391958
ENSG00000159917 ENST00000291182
ENSG00000159921 ENST00000396594
ENSG00000159958 ENST00000291232
ENSG00000159961 ENST00000291231
ENSG00000160007 ENST00000404338
ENSG00000160013 ENST00000291294
ENSG00000160014 ENST00000291295
ENSG00000160049 ENST00000377038
ENSG00000160050 ENST00000421922
ENSG00000160051 ENST00000537469
ENSG00000160055 ENST00000309777
ENSG00000160058 ENST00000341071
ENSG00000160062 ENST00000373510
ENSG00000160075 ENST00000291386
ENSG00000160087 ENST00000400930
ENSG00000160094 ENST00000539719
ENSG00000160097 ENST00000373471
ENSG00000160111 ENST00000443236
ENSG00000160113 ENST00000291442
ENSG00000160117 ENST00000394458
ENSG00000160124 ENST00000291458
ENSG00000160131 ENST00000330374
ENSG00000160145 ENST00000240874
ENSG00000160161 ENST00000291495
ENSG00000160179 ENST00000361802
ENSG00000160180 ENST00000518498
ENSG00000160181 ENST00000291526
ENSG00000160182 ENST00000291527
ENSG00000160183 ENST00000291532
ENSG00000160185 ENST00000319294
ENSG00000160188 ENST00000291536
ENSG00000160190 ENST00000352133
ENSG00000160191 ENST00000291539
ENSG00000160193 ENST00000398208
ENSG00000160194 ENST00000354250
ENSG00000160199 ENST00000291547
ENSG00000160208 ENST00000340648
ENSG00000160209 ENST00000291565
ENSG00000160211 ENST00000393562
ENSG00000160213 ENST00000291568
ENSG00000160214 ENST00000497547
ENSG00000160216 ENST00000398063
ENSG00000160218 ENST00000291574
ENSG00000160219 ENST00000424127
ENSG00000160224 ENST00000291582
ENSG00000160226 ENST00000397956
ENSG00000160233 ENST00000291592
ENSG00000160255 ENST00000397850
ENSG00000160256 ENST00000291634
ENSG00000160271 ENST00000372050
ENSG00000160282 ENST00000291670
ENSG00000160284 ENST00000291672
ENSG00000160285 ENST00000397728
ENSG00000160293 ENST00000371850
ENSG00000160294 ENST00000397708
ENSG00000160298 ENST00000291691
ENSG00000160299 ENST00000359568
ENSG00000160305 ENST00000417564
ENSG00000160307 ENST00000291700
ENSG00000160310 ENST00000397637
ENSG00000160318 ENST00000291715
ENSG00000160323 ENST00000371929
ENSG00000160325 ENST00000540581
ENSG00000160326 ENST00000371899
ENSG00000160339 ENST00000291744
ENSG00000160345 ENST00000429260
ENSG00000160352 ENST00000456283
ENSG00000160360 ENST00000440944
ENSG00000160392 ENST00000582783
ENSG00000160396 ENST00000291823
ENSG00000160401 ENST00000373295
ENSG00000160404 ENST00000373284
ENSG00000160408 ENST00000373142
ENSG00000160410 ENST00000291842
ENSG00000160439 ENST00000415061
ENSG00000160445 ENST00000291900
ENSG00000160446 ENST00000372663
ENSG00000160447 ENST00000291906
ENSG00000160460 ENST00000352632
ENSG00000160469 ENST00000309383
ENSG00000160471 ENST00000593184
ENSG00000160472 ENST00000291934
ENSG00000160505 ENST00000301295
ENSG00000160539 ENST00000372264
ENSG00000160551 ENST00000261716
ENSG00000160563 ENST00000292035
ENSG00000160570 ENST00000595337
ENSG00000160584 ENST00000375300
ENSG00000160588 ENST00000278949
ENSG00000160593 ENST00000356289
ENSG00000160602 ENST00000268766
ENSG00000160606 ENST00000292090
ENSG00000160633 ENST00000588852
ENSG00000160654 ENST00000532917
ENSG00000160678 ENST00000292169
ENSG00000160679 ENST00000368690
ENSG00000160683 ENST00000292174
ENSG00000160685 ENST00000417934
ENSG00000160688 ENST00000292180
ENSG00000160695 ENST00000621676
ENSG00000160703 ENST00000409109
ENSG00000160710 ENST00000368474
ENSG00000160712 ENST00000368485
ENSG00000160714 ENST00000292211
ENSG00000160716 ENST00000368476
ENSG00000160741 ENST00000368633
ENSG00000160746 ENST00000292246
ENSG00000160752 ENST00000356657
ENSG00000160753 ENST00000368352
ENSG00000160767 ENST00000361361
ENSG00000160781 ENST00000335852
ENSG00000160783 ENST00000368273
ENSG00000160785 ENST00000423538
ENSG00000160789 ENST00000368300
ENSG00000160791 ENST00000292303
ENSG00000160796 ENST00000450053
ENSG00000160799 ENST00000292314
ENSG00000160801 ENST00000313049
ENSG00000160803 ENST00000368309
ENSG00000160808 ENST00000395869
ENSG00000160813 ENST00000292330
ENSG00000160818 ENST00000438976
ENSG00000160838 ENST00000337428
ENSG00000160856 ENST00000368184
ENSG00000160862 ENST00000292401
ENSG00000160867 ENST00000292408
ENSG00000160877 ENST00000292431
ENSG00000160883 ENST00000292432
ENSG00000160886 ENST00000292430
ENSG00000160888 ENST00000588173
ENSG00000160908 ENST00000337673
ENSG00000160917 ENST00000292476
ENSG00000160932 ENST00000520466
ENSG00000160948 ENST00000377348
ENSG00000160949 ENST00000409379
ENSG00000160951 ENST00000292513
ENSG00000160953 ENST00000591806
ENSG00000160957 ENST00000617875
ENSG00000160959 ENST00000292524
ENSG00000160961 ENST00000292530
ENSG00000160963 ENST00000313669
ENSG00000160972 ENST00000292539
ENSG00000160973 ENST00000377317
ENSG00000160991 ENST00000356387
ENSG00000160993 ENST00000292566
ENSG00000160994 ENST00000292574
ENSG00000160999 ENST00000536178
ENSG00000161010 ENST00000292586
ENSG00000161011 ENST00000389805
ENSG00000161013 ENST00000337755
ENSG00000161016 ENST00000262584
ENSG00000161021 ENST00000292599
ENSG00000161031 ENST00000340880
ENSG00000161036 ENST00000292616
ENSG00000161040 ENST00000313221
ENSG00000161048 ENST00000417955
ENSG00000161055 ENST00000292641
ENSG00000161057 ENST00000435765
ENSG00000161082 ENST00000292672
ENSG00000161091 ENST00000355415
ENSG00000161179 ENST00000292778
ENSG00000161180 ENST00000292779
ENSG00000161202 ENST00000313143
ENSG00000161203 ENST00000292807
ENSG00000161204 ENST00000429586
ENSG00000161217 ENST00000292823
ENSG00000161243 ENST00000292853
ENSG00000161249 ENST00000339686
ENSG00000161265 ENST00000292879
ENSG00000161267 ENST00000392379
ENSG00000161270 ENST00000378910
ENSG00000161277 ENST00000292894
ENSG00000161281 ENST00000292907
ENSG00000161298 ENST00000292928
ENSG00000161328 ENST00000270115
ENSG00000161381 ENST00000315392
ENSG00000161395 ENST00000300658
ENSG00000161405 ENST00000346872
ENSG00000161509 ENST00000293190
ENSG00000161513 ENST00000442102
ENSG00000161526 ENST00000584667
ENSG00000161533 ENST00000293217
ENSG00000161542 ENST00000446526
ENSG00000161544 ENST00000293230
ENSG00000161547 ENST00000392485
ENSG00000161551 ENST00000301399
ENSG00000161558 ENST00000293261
ENSG00000161594 ENST00000293303
ENSG00000161609 ENST00000447857
ENSG00000161610 ENST00000293330
ENSG00000161618 ENST00000293350
ENSG00000161634 ENST00000456047
ENSG00000161638 ENST00000293379
ENSG00000161642 ENST00000338010
ENSG00000161647 ENST00000398389
ENSG00000161649 ENST00000317310
ENSG00000161652 ENST00000293405
ENSG00000161653 ENST00000293404
ENSG00000161654 ENST00000591247
ENSG00000161664 ENST00000293414
ENSG00000161671 ENST00000334976
ENSG00000161677 ENST00000598418
ENSG00000161681 ENST00000293441
ENSG00000161682 ENST00000293443
ENSG00000161692 ENST00000315005
ENSG00000161714 ENST00000619929
ENSG00000161791 ENST00000335154
ENSG00000161798 ENST00000293599
ENSG00000161800 ENST00000427314
ENSG00000161807 ENST00000541538
ENSG00000161813 ENST00000398473
ENSG00000161835 ENST00000293662
ENSG00000161847 ENST00000293677
ENSG00000161849 ENST00000257951
ENSG00000161850 ENST00000257974
ENSG00000161860 ENST00000293695
ENSG00000161888 ENST00000592540
ENSG00000161896 ENST00000293756
ENSG00000161904 ENST00000293760
ENSG00000161911 ENST00000426005
ENSG00000161914 ENST00000293771
ENSG00000161920 ENST00000293777
ENSG00000161921 ENST00000293778
ENSG00000161929 ENST00000574081
ENSG00000161940 ENST00000293805
ENSG00000161944 ENST00000355035
ENSG00000161955 ENST00000338784
ENSG00000161956 ENST00000321337
ENSG00000161958 ENST00000293829
ENSG00000161960 ENST00000293831
ENSG00000161970 ENST00000584164
ENSG00000161973 ENST00000293845
ENSG00000161980 ENST00000293860
ENSG00000161981 ENST00000383018
ENSG00000161992 ENST00000409413
ENSG00000161996 ENST00000293879
ENSG00000161999 ENST00000412368
ENSG00000162004 ENST00000293889
ENSG00000162006 ENST00000543963
ENSG00000162009 ENST00000293897
ENSG00000162032 ENST00000566339
ENSG00000162039 ENST00000412554
ENSG00000162040 ENST00000454677
ENSG00000162062 ENST00000361837
ENSG00000162063 ENST00000397066
ENSG00000162065 ENST00000293970
ENSG00000162066 ENST00000413459
ENSG00000162068 ENST00000293973
ENSG00000162069 ENST00000572449
ENSG00000162073 ENST00000318782
ENSG00000162076 ENST00000396958
ENSG00000162078 ENST00000382280
ENSG00000162086 ENST00000574298
ENSG00000162104 ENST00000294016
ENSG00000162105 ENST00000338508
ENSG00000162129 ENST00000294053
ENSG00000162139 ENST00000294064
ENSG00000162144 ENST00000447532
ENSG00000162148 ENST00000338608
ENSG00000162174 ENST00000415229
ENSG00000162188 ENST00000294117
ENSG00000162191 ENST00000294119
ENSG00000162194 ENST00000532208
ENSG00000162222 ENST00000316461
ENSG00000162227 ENST00000294168
ENSG00000162231 ENST00000532297
ENSG00000162236 ENST00000294179
ENSG00000162241 ENST00000398802
ENSG00000162244 ENST00000466397
ENSG00000162267 ENST00000449956
ENSG00000162298 ENST00000377190
ENSG00000162300 ENST00000294258
ENSG00000162302 ENST00000334205
ENSG00000162341 ENST00000294309
ENSG00000162344 ENST00000294312
ENSG00000162366 ENST00000294338
ENSG00000162367 ENST00000294339
ENSG00000162368 ENST00000371873
ENSG00000162373 ENST00000371833
ENSG00000162374 ENST00000357083
ENSG00000162377 ENST00000371538
ENSG00000162378 ENST00000294353
ENSG00000162383 ENST00000620347
ENSG00000162384 ENST00000294360
ENSG00000162385 ENST00000371470
ENSG00000162390 ENST00000371316
ENSG00000162391 ENST00000302250
ENSG00000162396 ENST00000371279
ENSG00000162398 ENST00000371273
ENSG00000162399 ENST00000371265
ENSG00000162402 ENST00000294383
ENSG00000162407 ENST00000371250
ENSG00000162408 ENST00000377705
ENSG00000162409 ENST00000371244
ENSG00000162413 ENST00000377658
ENSG00000162415 ENST00000359600
ENSG00000162419 ENST00000294409
ENSG00000162426 ENST00000471889
ENSG00000162430 ENST00000361547
ENSG00000162433 ENST00000395334
ENSG00000162434 ENST00000342505
ENSG00000162437 ENST00000371072
ENSG00000162438 ENST00000375949
ENSG00000162441 ENST00000377223
ENSG00000162444 ENST00000294435
ENSG00000162456 ENST00000396314
ENSG00000162458 ENST00000441801
ENSG00000162460 ENST00000375782
ENSG00000162461 ENST00000294454
ENSG00000162490 ENST00000294485
ENSG00000162493 ENST00000294489
ENSG00000162494 ENST00000376085
ENSG00000162496 ENST00000616661
ENSG00000162510 ENST00000373765
ENSG00000162511 ENST00000294507
ENSG00000162512 ENST00000339394
ENSG00000162517 ENST00000373703
ENSG00000162520 ENST00000409190
ENSG00000162521 ENST00000373493
ENSG00000162522 ENST00000401073
ENSG00000162526 ENST00000373534
ENSG00000162542 ENST00000294543
ENSG00000162543 ENST00000375099
ENSG00000162545 ENST00000375078
ENSG00000162551 ENST00000374840
ENSG00000162552 ENST00000290167
ENSG00000162571 ENST00000379290
ENSG00000162572 ENST00000379116
ENSG00000162576 ENST00000445648
